artist_uri,term,index,as_of_date
spotify:artist:7nqOGRxlXj7N2JYbgNEjYH,medium_term,14,2024-02-07
spotify:artist:41MozSoPIsD1dJM0CLPjZF,medium_term,15,2024-02-07
spotify:artist:06HL4z0CvFAxyc27GXpf02,medium_term,16,2024-02-07
spotify:artist:4muJrGMndyYWqZtfk8OWy4,medium_term,17,2024-02-07
spotify:artist:5dCvSnVduaFleCnyy98JMo,medium_term,18,2024-02-07
spotify:artist:5V1qsQHdXNm4ZEZHWvFnqQ,medium_term,19,2024-02-07
spotify:artist:01XYiBYaoMJcNhPokrg0l0,medium_term,20,2024-02-07
spotify:artist:2GQxKDojobwBjZMPf7aoh0,medium_term,21,2024-02-07
spotify:artist:26AHtbjWKiwYzsoGoUZq53,medium_term,22,2024-02-07
spotify:artist:6OwKE9Ez6ALxpTaKcT5ayv,medium_term,23,2024-02-07
spotify:artist:3cjEqqelV9zb4BYE3qDQ4O,medium_term,24,2024-02-07
spotify:artist:6MoXcK2GyGg7FIyxPU5yW6,medium_term,25,2024-02-07
spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,medium_term,26,2024-02-07
spotify:artist:6HvZYsbFfjnjFrWF950C9d,medium_term,27,2024-02-07
spotify:artist:2Sqr0DXoaYABbjBo9HaMkM,medium_term,28,2024-02-07
spotify:artist:13rF01aOogvnkuQXOlgTW8,medium_term,29,2024-02-07
spotify:artist:7f4ignuCJhLXfZ9giKT7rH,medium_term,30,2024-02-07
spotify:artist:0QWrMNukfcVOmgEU0FEDyD,medium_term,31,2024-02-07
spotify:artist:2PSJ6YriU7JsFucxACpU7Y,medium_term,32,2024-02-07
spotify:artist:4Z8W4fKeB5YxbusRsdQVPb,medium_term,33,2024-02-07
spotify:artist:66CXWjxzNUsdJxJ2JdwvnR,medium_term,34,2024-02-07
spotify:artist:0IwZVmMMGE7nNXS7vN9SIo,medium_term,35,2024-02-07
spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH,medium_term,36,2024-02-07
spotify:artist:1gBUSTR3TyDdTVFIaQnc02,medium_term,37,2024-02-07
spotify:artist:7bmYpVgQub656uNTu6qGNQ,medium_term,38,2024-02-07
spotify:artist:0Sadg1vgvaPqGTOjxu0N6c,medium_term,39,2024-02-07
spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,medium_term,40,2024-02-07
spotify:artist:7F1iAHRYxR3MY7yAEuFqgL,medium_term,41,2024-02-07
spotify:artist:6Xg22wJOAcnvPUfk5WvODH,medium_term,42,2024-02-07
spotify:artist:1GxkXlMwML1oSg5eLPiAz3,medium_term,43,2024-02-07
spotify:artist:64tJ2EAv1R6UaZqc4iOCyj,medium_term,44,2024-02-07
spotify:artist:0XATRDCYuuGhk0oE7C0o5G,medium_term,45,2024-02-07
spotify:artist:1wKpMkucynaTfG8lyPprYV,medium_term,46,2024-02-07
spotify:artist:6uNxlIP5lzPFf0BHuELOuX,medium_term,47,2024-02-07
spotify:artist:6zFYqv1mOsgBRQbae3JJ9e,medium_term,48,2024-02-07
spotify:artist:0CmvFWTX9zmMNCUi6fHtAx,medium_term,49,2024-02-07
spotify:artist:2QM5S4yO6xHgnNvF0nbZZq,medium_term,50,2024-02-07
spotify:artist:1z4g3DjTBBZKhvAroFlhOM,short_term,1,2024-02-07
spotify:artist:0QWrMNukfcVOmgEU0FEDyD,short_term,2,2024-02-07
spotify:artist:2AfmfGFbe0A0WsTYm0SDTx,short_term,3,2024-02-07
spotify:artist:6YVMFz59CuY7ngCxTxjpxE,short_term,4,2024-02-07
spotify:artist:3qNVuliS40BLgXGxhdBdqu,short_term,5,2024-02-07
spotify:artist:7n2Ycct7Beij7Dj7meI4X0,short_term,6,2024-02-07
spotify:artist:2KC9Qb60EaY0kW4eH68vr3,short_term,7,2024-02-07
spotify:artist:01XYiBYaoMJcNhPokrg0l0,short_term,8,2024-02-07
spotify:artist:2dIgFjalVxs4ThymZ67YCE,short_term,9,2024-02-07
spotify:artist:3HqSLMAZ3g3d5poNaI7GOU,short_term,10,2024-02-07
spotify:artist:2GQxKDojobwBjZMPf7aoh0,short_term,11,2024-02-07
spotify:artist:2Sqr0DXoaYABbjBo9HaMkM,short_term,12,2024-02-07
spotify:artist:28ot3wh4oNmoFOdVajibBl,short_term,13,2024-02-07
spotify:artist:2ZvrvbQNrHKwjT7qfGFFUW,short_term,14,2024-02-07
spotify:artist:3rxeQlsv0Sc2nyYaZ5W71T,short_term,15,2024-02-07
spotify:artist:5V0MlUE1Bft0mbLlND7FJz,short_term,16,2024-02-07
spotify:artist:790FomKkXshlbRYZFtlgla,short_term,17,2024-02-07
spotify:artist:7cVZApDoQZpS447nHTsNqu,short_term,18,2024-02-07
spotify:artist:5t5FqBwTcgKTaWmfEbwQY9,short_term,19,2024-02-07
spotify:artist:2PSJ6YriU7JsFucxACpU7Y,short_term,20,2024-02-07
spotify:artist:4SpbR6yFEvexJuaBpgAU5p,short_term,21,2024-02-07
spotify:artist:1wKpMkucynaTfG8lyPprYV,short_term,22,2024-02-07
spotify:artist:2QM5S4yO6xHgnNvF0nbZZq,short_term,23,2024-02-07
spotify:artist:41MozSoPIsD1dJM0CLPjZF,short_term,24,2024-02-07
spotify:artist:7FiAkNWMb6ZBYI8tbQLuIS,short_term,25,2024-02-07
spotify:artist:7bmYpVgQub656uNTu6qGNQ,short_term,26,2024-02-07
spotify:artist:49muoiIu4uea4PO8vueUNN,short_term,27,2024-02-07
spotify:artist:1z4g3DjTBBZKhvAroFlhOM,long_term,1,2024-02-04
spotify:artist:2KC9Qb60EaY0kW4eH68vr3,long_term,2,2024-02-04
spotify:artist:3HqSLMAZ3g3d5poNaI7GOU,long_term,3,2024-02-04
spotify:artist:7n2Ycct7Beij7Dj7meI4X0,long_term,4,2024-02-04
spotify:artist:2AfmfGFbe0A0WsTYm0SDTx,long_term,5,2024-02-04
spotify:artist:6YVMFz59CuY7ngCxTxjpxE,long_term,6,2024-02-04
spotify:artist:2dIgFjalVxs4ThymZ67YCE,long_term,7,2024-02-04
spotify:artist:41MozSoPIsD1dJM0CLPjZF,long_term,8,2024-02-04
spotify:artist:3qNVuliS40BLgXGxhdBdqu,long_term,9,2024-02-04
spotify:artist:5t5FqBwTcgKTaWmfEbwQY9,long_term,10,2024-02-04
spotify:artist:7nqOGRxlXj7N2JYbgNEjYH,long_term,11,2024-02-04
spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,long_term,12,2024-02-04
spotify:artist:7cVZApDoQZpS447nHTsNqu,long_term,13,2024-02-04
spotify:artist:0XATRDCYuuGhk0oE7C0o5G,long_term,14,2024-02-04
spotify:artist:0Sadg1vgvaPqGTOjxu0N6c,long_term,15,2024-02-04
spotify:artist:2PSJ6YriU7JsFucxACpU7Y,long_term,16,2024-02-04
spotify:artist:3cjEqqelV9zb4BYE3qDQ4O,long_term,17,2024-02-04
spotify:artist:6RHTUrRF63xao58xh9FXYJ,long_term,18,2024-02-04
spotify:artist:01XYiBYaoMJcNhPokrg0l0,long_term,19,2024-02-04
spotify:artist:2GQxKDojobwBjZMPf7aoh0,long_term,20,2024-02-04
spotify:artist:4SpbR6yFEvexJuaBpgAU5p,long_term,21,2024-02-04
spotify:artist:7f4ignuCJhLXfZ9giKT7rH,long_term,22,2024-02-04
spotify:artist:06HL4z0CvFAxyc27GXpf02,long_term,23,2024-02-04
spotify:artist:2Sqr0DXoaYABbjBo9HaMkM,long_term,24,2024-02-04
spotify:artist:6HvZYsbFfjnjFrWF950C9d,long_term,25,2024-02-04
spotify:artist:1gBUSTR3TyDdTVFIaQnc02,long_term,26,2024-02-04
spotify:artist:5V1qsQHdXNm4ZEZHWvFnqQ,long_term,27,2024-02-04
spotify:artist:3ZZzT0naD25RhY2uZvIKkJ,long_term,28,2024-02-04
spotify:artist:6MoXcK2GyGg7FIyxPU5yW6,long_term,29,2024-02-04
spotify:artist:28ot3wh4oNmoFOdVajibBl,long_term,30,2024-02-04
spotify:artist:4muJrGMndyYWqZtfk8OWy4,long_term,31,2024-02-04
spotify:artist:6Xg22wJOAcnvPUfk5WvODH,long_term,32,2024-02-04
spotify:artist:26AHtbjWKiwYzsoGoUZq53,long_term,33,2024-02-04
spotify:artist:2QM5S4yO6xHgnNvF0nbZZq,long_term,34,2024-02-04
spotify:artist:68KmkJeZGfwe1OUaivBa2L,long_term,35,2024-02-04
spotify:artist:630wzNP2OL7fl4Xl0GnMWq,long_term,36,2024-02-04
spotify:artist:2HXd5pFHJyaQJr5aXfErrE,long_term,37,2024-02-04
spotify:artist:0FRUZvZNPzM3YJMABJxf2K,long_term,38,2024-02-04
spotify:artist:6uNxlIP5lzPFf0BHuELOuX,long_term,39,2024-02-04
spotify:artist:0sYpJ0nCC8AlDrZFeAA7ub,long_term,40,2024-02-04
spotify:artist:52zMTJCKluDlFwMQWmccY7,long_term,41,2024-02-04
spotify:artist:5RmQ8k4l3HZ8JoPb4mNsML,long_term,42,2024-02-04
spotify:artist:3Cv2vi3WTl8VZOTdrBkKdM,long_term,43,2024-02-04
spotify:artist:1wKpMkucynaTfG8lyPprYV,long_term,44,2024-02-04
spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,long_term,45,2024-02-04
spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH,long_term,46,2024-02-04
spotify:artist:3KonOYiLsU53m4yT7gNotP,long_term,47,2024-02-04
spotify:artist:3uGFTJ7JMllvhgGpumieHF,long_term,48,2024-02-04
spotify:artist:66CXWjxzNUsdJxJ2JdwvnR,long_term,49,2024-02-04
spotify:artist:6QyO41KctzGc70mVaVnXQO,long_term,50,2024-02-04
spotify:artist:1z4g3DjTBBZKhvAroFlhOM,medium_term,1,2024-02-04
spotify:artist:6YVMFz59CuY7ngCxTxjpxE,medium_term,2,2024-02-04
spotify:artist:2KC9Qb60EaY0kW4eH68vr3,medium_term,3,2024-02-04
spotify:artist:5t5FqBwTcgKTaWmfEbwQY9,medium_term,4,2024-02-04
spotify:artist:2AfmfGFbe0A0WsTYm0SDTx,medium_term,5,2024-02-04
spotify:artist:3qNVuliS40BLgXGxhdBdqu,medium_term,6,2024-02-04
spotify:artist:2dIgFjalVxs4ThymZ67YCE,medium_term,7,2024-02-04
spotify:artist:3HqSLMAZ3g3d5poNaI7GOU,medium_term,8,2024-02-04
spotify:artist:7cVZApDoQZpS447nHTsNqu,medium_term,9,2024-02-04
spotify:artist:7n2Ycct7Beij7Dj7meI4X0,medium_term,10,2024-02-04
spotify:artist:6RHTUrRF63xao58xh9FXYJ,medium_term,11,2024-02-04
spotify:artist:01XYiBYaoMJcNhPokrg0l0,medium_term,12,2024-02-04
spotify:artist:7nqOGRxlXj7N2JYbgNEjYH,medium_term,13,2024-02-04
spotify:artist:5dCvSnVduaFleCnyy98JMo,medium_term,14,2024-02-04
spotify:artist:4muJrGMndyYWqZtfk8OWy4,medium_term,15,2024-02-04
spotify:artist:28ot3wh4oNmoFOdVajibBl,medium_term,16,2024-02-04
spotify:artist:4SpbR6yFEvexJuaBpgAU5p,medium_term,17,2024-02-04
spotify:artist:41MozSoPIsD1dJM0CLPjZF,medium_term,18,2024-02-04
spotify:artist:06HL4z0CvFAxyc27GXpf02,medium_term,19,2024-02-04
spotify:artist:5V1qsQHdXNm4ZEZHWvFnqQ,medium_term,20,2024-02-04
spotify:artist:2GQxKDojobwBjZMPf7aoh0,medium_term,21,2024-02-04
spotify:artist:26AHtbjWKiwYzsoGoUZq53,medium_term,22,2024-02-04
spotify:artist:6OwKE9Ez6ALxpTaKcT5ayv,medium_term,23,2024-02-04
spotify:artist:3cjEqqelV9zb4BYE3qDQ4O,medium_term,24,2024-02-04
spotify:artist:6MoXcK2GyGg7FIyxPU5yW6,medium_term,25,2024-02-04
spotify:artist:2Sqr0DXoaYABbjBo9HaMkM,medium_term,26,2024-02-04
spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,medium_term,27,2024-02-04
spotify:artist:6HvZYsbFfjnjFrWF950C9d,medium_term,28,2024-02-04
spotify:artist:13rF01aOogvnkuQXOlgTW8,medium_term,29,2024-02-04
spotify:artist:7f4ignuCJhLXfZ9giKT7rH,medium_term,30,2024-02-04
spotify:artist:2PSJ6YriU7JsFucxACpU7Y,medium_term,31,2024-02-04
spotify:artist:0IwZVmMMGE7nNXS7vN9SIo,medium_term,32,2024-02-04
spotify:artist:4Z8W4fKeB5YxbusRsdQVPb,medium_term,33,2024-02-04
spotify:artist:66CXWjxzNUsdJxJ2JdwvnR,medium_term,34,2024-02-04
spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH,medium_term,35,2024-02-04
spotify:artist:1gBUSTR3TyDdTVFIaQnc02,medium_term,36,2024-02-04
spotify:artist:7bmYpVgQub656uNTu6qGNQ,medium_term,37,2024-02-04
spotify:artist:0Sadg1vgvaPqGTOjxu0N6c,medium_term,38,2024-02-04
spotify:artist:7F1iAHRYxR3MY7yAEuFqgL,medium_term,39,2024-02-04
spotify:artist:7zYj9S9SdIunYCfSm7vzAR,medium_term,40,2024-02-04
spotify:artist:6Xg22wJOAcnvPUfk5WvODH,medium_term,41,2024-02-04
spotify:artist:0XATRDCYuuGhk0oE7C0o5G,medium_term,42,2024-02-04
spotify:artist:1GxkXlMwML1oSg5eLPiAz3,medium_term,43,2024-02-04
spotify:artist:64tJ2EAv1R6UaZqc4iOCyj,medium_term,44,2024-02-04
spotify:artist:6uNxlIP5lzPFf0BHuELOuX,medium_term,45,2024-02-04
spotify:artist:6zFYqv1mOsgBRQbae3JJ9e,medium_term,46,2024-02-04
spotify:artist:0CmvFWTX9zmMNCUi6fHtAx,medium_term,47,2024-02-04
spotify:artist:2QM5S4yO6xHgnNvF0nbZZq,medium_term,48,2024-02-04
spotify:artist:1wKpMkucynaTfG8lyPprYV,medium_term,49,2024-02-04
spotify:artist:6udveWUgX4vu75FF0DTrXV,medium_term,50,2024-02-04
spotify:artist:2KC9Qb60EaY0kW4eH68vr3,short_term,1,2024-02-04
spotify:artist:6YVMFz59CuY7ngCxTxjpxE,short_term,2,2024-02-04
spotify:artist:1z4g3DjTBBZKhvAroFlhOM,short_term,3,2024-02-04
spotify:artist:2AfmfGFbe0A0WsTYm0SDTx,short_term,4,2024-02-04
spotify:artist:3qNVuliS40BLgXGxhdBdqu,short_term,5,2024-02-04
spotify:artist:7n2Ycct7Beij7Dj7meI4X0,short_term,6,2024-02-04
spotify:artist:01XYiBYaoMJcNhPokrg0l0,short_term,7,2024-02-04
spotify:artist:2dIgFjalVxs4ThymZ67YCE,short_term,8,2024-02-04
spotify:artist:3HqSLMAZ3g3d5poNaI7GOU,short_term,9,2024-02-04
spotify:artist:5t5FqBwTcgKTaWmfEbwQY9,short_term,10,2024-02-04
spotify:artist:7bmYpVgQub656uNTu6qGNQ,short_term,11,2024-02-04
spotify:artist:2GQxKDojobwBjZMPf7aoh0,short_term,12,2024-02-04
spotify:artist:2Sqr0DXoaYABbjBo9HaMkM,short_term,13,2024-02-04
spotify:artist:6RHTUrRF63xao58xh9FXYJ,short_term,14,2024-02-04
spotify:artist:28ot3wh4oNmoFOdVajibBl,short_term,15,2024-02-04
spotify:artist:5NhgsV7qPWHZqYEMKzbYvo,short_term,16,2024-02-04
spotify:artist:74XFHRwlV6OrjEM0A2NCMF,short_term,17,2024-02-04
spotify:artist:0QWrMNukfcVOmgEU0FEDyD,short_term,18,2024-02-04
spotify:artist:7cVZApDoQZpS447nHTsNqu,short_term,19,2024-02-04
spotify:artist:2PSJ6YriU7JsFucxACpU7Y,short_term,20,2024-02-04
spotify:artist:41MozSoPIsD1dJM0CLPjZF,short_term,21,2024-02-04
spotify:artist:4SpbR6yFEvexJuaBpgAU5p,short_term,22,2024-02-04
